ensembl	symbol	entrez	uniprot
ENSG00000204498	NFKBIL1	4795	Q9UBC1
ENSG00000206440	NFKBIL1	4795	Q9UBC1
ENSG00000227565	NFKBIL1	4795	Q9UBC1
ENSG00000234530	NFKBIL1	4795	Q9UBC1
ENSG00000235125	NFKBIL1	4795	Q9UBC1
ENSG00000236196	NFKBIL1	4795	Q9UBC1
ENSG00000236346	NFKBIL1	4795	Q9UBC1
ENSG00000127527	EPS15L1	58513	Q9UBC2
ENSG00000088305	DNMT3B	1789	Q9UBC3
ENSG00000166866	MYO1A	4640	Q9UBC5
ENSG00000197487	GALP	85569	Q9UBC7
ENSG00000163209	SPRR3	6707	Q9UBC9
ENSG00000171116	HSFX1	100506164	Q9UBD0
ENSG00000268738	HSFX2	100130086	Q9UBD0
ENSG00000143185	XCL2	6846	Q9UBD3
ENSG00000135336	ORC3	23595	Q9UBD5
ENSG00000140519	RHCG	51458	Q9UBD6
ENSG00000175505	CLCF1	23529	Q9UBD9
ENSG00000142230	SAE1	10055	Q9UBE0
ENSG00000087095	NLK	51701	Q9UBE8
ENSG00000046774	MAGEC2	51438	Q9UBF1
ENSG00000158623	COPG2	26958	Q9UBF2
ENSG00000114125	RNF7	9616	Q9UBF6
ENSG00000143393	PI4KB	5298	Q9UBF8
ENSG00000120729	MYOT	9499	Q9UBF9
ENSG00000011028	MRC2	9902	Q9UBG0
ENSG00000143536	CRNN	49860	Q9UBG3
ENSG00000124232	RBPJL	11317	Q9UBG7
ENSG00000136695	IL36RN	26525	Q9UBH0
ENSG00000143324	XPR1	9213	Q9UBH6
ENSG00000148444	COMMD3	23412	Q9UBI1
ENSG00000067221	STOML1	9399	Q9UBI4
ENSG00000172380	GNG12	55970	Q9UBI6
ENSG00000112406	HECA	51696	Q9UBI9
ENSG00000173208	ABCD2	225	Q9UBJ2
ENSG00000109819	PPARGC1A	10891	Q9UBK2
ENSG00000126264	HCST	10870	Q9UBK5
ENSG00000144134	RABL2A	11159	Q9UBK7
ENSG00000124275	MTRR	4552	Q9UBK8
ENSG00000126756	UXT	8409	Q9UBK9
ENSG00000172995	ARPP21	10777	Q9UBL0
ENSG00000129691	ASH2L	9070	Q9UBL3
ENSG00000178773	CPNE7	27132	Q9UBL6
ENSG00000187848	P2RX2	22953	Q9UBL9
ENSG00000133027	PEMT	10400	Q9UBM1
ENSG00000188770	OPTC	26254	Q9UBM4
ENSG00000172893	DHCR7	1717	Q9UBM7
ENSG00000182050	MGAT4C	25834	Q9UBM8
ENSG00000075461	CACNG4	27092	Q9UBN1
ENSG00000133107	TRPC4	7223	Q9UBN4
ENSG00000173530	TNFRSF10D	8793	Q9UBN6
ENSG00000094631	HDAC6	10013	Q9UBN7
ENSG00000021574	SPAST	6683	Q9UBP0
ENSG00000050165	DKK3	27122	Q9UBP4
ENSG00000135547	HEY2	23493	Q9UBP5
ENSG00000037897	METTL1	4234	Q9UBP6
ENSG00000146049	KAAG1	353219	Q9UBP8
ENSG00000144366	GULP1	51454	Q9UBP9
ENSG00000111237	VPS29	51699	Q9UBQ0
ENSG00000178982	EIF3K	27335	Q9UBQ5
ENSG00000282986	EIF3K	27335	Q9UBQ5
ENSG00000162694	EXTL2	2135	Q9UBQ6
ENSG00000137106	GRHPR	9380	Q9UBQ7
ENSG00000100024	UPB1	51733	Q9UBR1
ENSG00000101160	CTSZ	1522	Q9UBR2
ENSG00000107187	LHX3	8022	Q9UBR4
ENSG00000217555	CKLF	51192	Q9UBR5
ENSG00000175634	RPS6KB2	6199	Q9UBS0
ENSG00000128590	DNAJB9	4189	Q9UBS3
ENSG00000090520	DNAJB11	51726	Q9UBS4
ENSG00000204681	GABBR1	2550	Q9UBS5
ENSG00000206466	GABBR1	2550	Q9UBS5
ENSG00000206511	GABBR1	2550	Q9UBS5
ENSG00000232569	GABBR1	2550	Q9UBS5
ENSG00000232632	GABBR1	2550	Q9UBS5
ENSG00000237051	GABBR1	2550	Q9UBS5
ENSG00000237112	GABBR1	2550	Q9UBS5
ENSG00000013561	RNF14	9604	Q9UBS8
ENSG00000094975	SUCO	51430	Q9UBS9
ENSG00000126261	UBA2	10054	Q9UBT2
ENSG00000104371	DKK4	27121	Q9UBT3
ENSG00000122008	POLK	51426	Q9UBT6
ENSG00000119326	CTNNAL1	8727	Q9UBT7
ENSG00000155011	DKK2	27123	Q9UBU2
ENSG00000157017	GHRL	51738	Q9UBU3
ENSG00000137414	FAM8A1	51439	Q9UBU6
ENSG00000006634	DBF4	10926	Q9UBU7
ENSG00000185787	MORF4L1	10933	Q9UBU8
ENSG00000162231	NXF1	10482	Q9UBU9
ENSG00000071537	SEL1L	6400	Q9UBV2
ENSG00000002745	WNT16	51384	Q9UBV4
ENSG00000027847	B4GALT7	11285	Q9UBV7
ENSG00000162517	PEF1	553115	Q9UBV8
ENSG00000121741	ZMYM2	7750	Q9UBW7
ENSG00000111652	COPS7A	50813	Q9UBW8
ENSG00000163666	HESX1	8820	Q9UBX0
ENSG00000174080	CTSF	8722	Q9UBX1
ENSG00000260596	DUX4	100288687	Q9UBX2
ENSG00000183048	SLC25A10	1468	Q9UBX3
ENSG00000140092	FBLN5	10516	Q9UBX5
ENSG00000167757	KLK11	11012	Q9UBX7
ENSG00000118276	B4GALT6	9331	Q9UBX8
ENSG00000115616	SLC9A2	6549	Q9UBY0
ENSG00000171517	LPAR3	23566	Q9UBY5
ENSG00000182372	CLN8	2055	Q9UBY8
ENSG00000278220	CLN8	2055	Q9UBY8
ENSG00000173641	HSPB7	27129	Q9UBY9
ENSG00000169188	APEX2	27301	Q9UBZ4
ENSG00000135945	REV1	51455	Q9UBZ9
ENSG00000187792	ZNF70	7621	Q9UC06
ENSG00000198429	ZNF69	7620	Q9UC07
ENSG00000229544	NKX1-2	390010	Q9UD57
ENSG00000131771	PPP1R1B	84152	Q9UD71
ENSG00000008311	AASS	10157	Q9UDR5
ENSG00000106665	CLIP2	7461	Q9UDT6
ENSG00000170260	ZNF212	7988	Q9UDV6
ENSG00000170265	ZNF282	8427	Q9UDV7
ENSG00000184076	UQCR10	29796	Q9UDW1
ENSG00000100319	ZMAT5	55954	Q9UDW3
ENSG00000133488	SEC14L4	284904	Q9UDX3
ENSG00000100012	SEC14L3	266629	Q9UDX4
ENSG00000242114	MTFP1	51537	Q9UDX5
ENSG00000119139	TJP2	9414	Q9UDY2
ENSG00000162616	DNAJB4	11080	Q9UDY4
ENSG00000137394	TRIM10	10107	Q9UDY6
ENSG00000204613	TRIM10	10107	Q9UDY6
ENSG00000227472	TRIM10	10107	Q9UDY6
ENSG00000229346	TRIM10	10107	Q9UDY6
ENSG00000229381	TRIM10	10107	Q9UDY6
ENSG00000235025	TRIM10	10107	Q9UDY6
ENSG00000237192	TRIM10	10107	Q9UDY6
ENSG00000237703	TRIM10	10107	Q9UDY6
ENSG00000172175	MALT1	10892	Q9UDY8
ENSG00000164543	STK17A	9263	Q9UEE5
ENSG00000153774	CFDP1	10428	Q9UEE9
ENSG00000133116	KL	9365	Q9UEF7
ENSG00000102870	ZNF629	23361	Q9UEG4
ENSG00000204209	DAXX	1616	Q9UER7
ENSG00000206206	DAXX	1616	Q9UER7
ENSG00000206279	DAXX	1616	Q9UER7
ENSG00000227046	DAXX	1616	Q9UER7
ENSG00000231617	DAXX	1616	Q9UER7
ENSG00000068438	FTSJ1	24140	Q9UET6
ENSG00000100568	VTI1B	10490	Q9UEU0
ENSG00000019169	MARCO	8685	Q9UEW3
ENSG00000198648	STK39	27347	Q9UEW8
ENSG00000148700	ADD3	120	Q9UEY8
ENSG00000075429	CACNG5	27091	Q9UF02
ENSG00000021300	PLEKHB1	58473	Q9UF11
ENSG00000250799	PRODH2	58510	Q9UF12
ENSG00000080224	EPHA6	285220	Q9UF33
ENSG00000147570	DNAJC5B	85479	Q9UF47
ENSG00000145743	FBXL17	64839	Q9UF56
ENSG00000114853	ZBTB47	92999	Q9UFB7
ENSG00000161036	LRWD1	222229	Q9UFC0
ENSG00000275793	RIMBP3	85376	Q9UFD9
ENSG00000145075	CCDC39	339829	Q9UFE4
ENSG00000145075	CCDC39	101928882	Q9UFE4
ENSG00000155508	CNOT8	9337	Q9UFF9
ENSG00000119559	C19orf25	148223	Q9UFG5
ENSG00000187775	DNAH17	8632	Q9UFH2
ENSG00000136783	NIPSNAP3A	25934	Q9UFN0
ENSG00000144649	FAM198A	729085	Q9UFP1
ENSG00000266733	TBC1D29	26083	Q9UFV1
ENSG00000163320	CGGBP1	8545	Q9UFW8
ENSG00000138002	IFT172	26160	Q9UG01
ENSG00000106560	GIMAP2	26157	Q9UG22
ENSG00000241878	PISD	23761	Q9UG56
ENSG00000033050	ABCF2	10061	Q9UG63
ENSG00000100253	MIOX	55586	Q9UGB7
ENSG00000091844	RGS17	26575	Q9UGC6
ENSG00000112031	MTRF1L	54516	Q9UGC7
ENSG00000112459	OR14J1	442191	Q9UGF5
ENSG00000204695	OR14J1	442191	Q9UGF5
ENSG00000225291	OR14J1	442191	Q9UGF5
ENSG00000234100	OR14J1	442191	Q9UGF5
ENSG00000234195	OR14J1	442191	Q9UGF5
ENSG00000236927	OR14J1	442191	Q9UGF5
ENSG00000237777	OR14J1	442191	Q9UGF5
ENSG00000112461	OR5V1	81696	Q9UGF6
ENSG00000227137	OR5V1	81696	Q9UGF6
ENSG00000233046	OR5V1	81696	Q9UGF6
ENSG00000243441	OR5V1	81696	Q9UGF6
ENSG00000243729	OR5V1	81696	Q9UGF6
ENSG00000112462	OR12D3	81797	Q9UGF7
ENSG00000204692	OR12D3	81797	Q9UGF7
ENSG00000224487	OR12D3	81797	Q9UGF7
ENSG00000242022	OR12D3	81797	Q9UGF7
ENSG00000089057	SLC23A2	9962	Q9UGH3
ENSG00000019995	ZRANB1	54764	Q9UGI0
ENSG00000143603	KCNN3	3782	Q9UGI6
ENSG00000135269	TES	26136	Q9UGI8
ENSG00000115592	PRKAG3	53632	Q9UGI9
ENSG00000106617	PRKAG2	51422	Q9UGJ0
ENSG00000137822	TUBGCP4	27229	Q9UGJ1
ENSG00000178078	STAP2	55620	Q9UGK3
ENSG00000129158	SERGEF	26297	Q9UGK8
ENSG00000117139	KDM5B	10765	Q9UGL1
ENSG00000169509	CRCT1	54544	Q9UGL9
ENSG00000174343	CHRNA9	55584	Q9UGM1
ENSG00000187908	DMBT1	1755	Q9UGM3
ENSG00000090512	FETUB	26998	Q9UGM5
ENSG00000116874	WARS2	10352	Q9UGM6
ENSG00000167851	CD300A	11314	Q9UGN4
ENSG00000129484	PARP2	10038	Q9UGN5
ENSG00000144791	LIMD1	8994	Q9UGP4
ENSG00000166169	POLL	27343	Q9UGP5
ENSG00000025796	SEC63	11231	Q9UGP8
ENSG00000160325	CACFD1	11094	Q9UGQ2
ENSG00000280479	CACFD1	11094	Q9UGQ2
ENSG00000160326	SLC2A6	11182	Q9UGQ3
ENSG00000281165	SLC2A6	11182	Q9UGQ3
ENSG00000100403	ZC3H7B	23264	Q9UGR2
ENSG00000099994	SUSD2	56241	Q9UGT4
ENSG00000100207	TCF20	6942	Q9UGU0
ENSG00000262024	TCF20	6942	Q9UGU0
ENSG00000276461	TCF20	6942	Q9UGU0
ENSG00000280467	TCF20	6942	Q9UGU0
ENSG00000281897	TCF20	6942	Q9UGU0
ENSG00000282892	TCF20	6942	Q9UGU0
ENSG00000283026	TCF20	6942	Q9UGU0
ENSG00000100281	HMGXB4	10042	Q9UGU5
ENSG00000101079	NDRG3	57446	Q9UGV2
ENSG00000273899	NOL12	79159	Q9UGY1
ENSG00000100167	SEPT3	55964	Q9UH03
ENSG00000179750	APOBEC3B	9582	Q9UH17
ENSG00000100104	SRRD	402055	Q9UH36
ENSG00000102401	ARMCX3	51566	Q9UH62
ENSG00000133789	SWAP70	23075	Q9UH65
ENSG00000164330	EBF1	1879	Q9UH73
ENSG00000146021	KLHL3	26249	Q9UH77
ENSG00000163833	FBXO40	51725	Q9UH90
ENSG00000108788	MLX	6945	Q9UH92
ENSG00000100242	SUN2	25777	Q9UH99
ENSG00000008324	SS18L2	51188	Q9UHA2
ENSG00000137876	RSL24D1	51187	Q9UHA3
ENSG00000109270	LAMTOR3	8649	Q9UHA4
ENSG00000136694	IL36A	27179	Q9UHA7
ENSG00000188566	NDOR1	27158	Q9UHB4
ENSG00000050405	LIMA1	51474	Q9UHB6
ENSG00000072364	AFF4	27125	Q9UHB7
ENSG00000167881	SRP68	6730	Q9UHB9
ENSG00000119684	MLH3	27030	Q9UHC1
ENSG00000213199	ASIC3	9311	Q9UHC3
ENSG00000174469	CNTNAP2	26047	Q9UHC6
ENSG00000278728	CNTNAP2	26047	Q9UHC6
ENSG00000133606	MKRN1	23608	Q9UHC7
ENSG00000015520	NPC1L1	29881	Q9UHC9
ENSG00000142224	IL19	29949	Q9UHD0
ENSG00000110172	CHORDC1	26973	Q9UHD1
ENSG00000183735	TBK1	29110	Q9UHD2
ENSG00000136305	CIDEB	27141	Q9UHD4
ENSG00000184640	SEPT9	10801	Q9UHD8
ENSG00000188021	UBQLN2	29978	Q9UHD9
ENSG00000144035	NAT8	9027	Q9UHE5
ENSG00000164647	STEAP1	26872	Q9UHE8
ENSG00000166863	TAC3	6866	Q9UHF0
ENSG00000172889	EGFL7	51162	Q9UHF1
ENSG00000016402	IL20RA	53832	Q9UHF4
ENSG00000127743	IL17B	27190	Q9UHF5
ENSG00000104447	TRPS1	7227	Q9UHF7
ENSG00000146038	DCDC2	51473	Q9UHG0
ENSG00000102109	PCSK1N	27344	Q9UHG2
ENSG00000116005	PCYOX1	51449	Q9UHG3
ENSG00000068745	IP6K2	51447	Q9UHH9
ENSG00000092068	SLC7A8	23428	Q9UHI5
ENSG00000064703	DDX20	11218	Q9UHI6
ENSG00000170482	SLC23A1	9963	Q9UHI7
ENSG00000154734	ADAMTS1	9510	Q9UHI8
ENSG00000163935	SFMBT1	51460	Q9UHJ3
ENSG00000197417	SHPK	23729	Q9UHJ6
ENSG00000148985	PGAP2	27315	Q9UHJ9
ENSG00000083635	NUFIP1	26747	Q9UHK0
ENSG00000242110	AMACR	23600	Q9UHK6
ENSG00000109832	DDX25	29118	Q9UHL0
ENSG00000170074	FAM153A	285596	Q9UHL3
ENSG00000176978	DPP7	29952	Q9UHL4
ENSG00000006704	GTF2IRD1	9569	Q9UHL9
ENSG00000122375	OPN4	94233	Q9UHM6
ENSG00000256525	POLG2	11232	Q9UHN1
ENSG00000135048	TMEM2	23670	Q9UHN6
ENSG00000155313	USP25	29761	Q9UHP3
ENSG00000100218	RSPH14	27156	Q9UHP6
ENSG00000069493	CLEC2D	29121	Q9UHP7
ENSG00000091482	SMPX	23676	Q9UHP9
ENSG00000141562	NARF	26502	Q9UHQ1
ENSG00000075790	BCAP29	55973	Q9UHQ4
ENSG00000185222	WBP5	51186	Q9UHQ7
ENSG00000159348	CYB5R1	51706	Q9UHQ9
ENSG00000006453	BAIAP2L1	55971	Q9UHR4
ENSG00000161526	SAP30BP	29115	Q9UHR5
ENSG00000174276	ZNHIT2	741	Q9UHR6
ENSG00000197019	SERTAD1	29950	Q9UHV2
ENSG00000108352	RAPGEFL1	51195	Q9UHV5
ENSG00000108510	MED13	9969	Q9UHV7
ENSG00000105198	LGALS13	29124	Q9UHV8
ENSG00000143256	PFDN2	5202	Q9UHV9
ENSG00000111231	GPN3	51184	Q9UHW5
ENSG00000140199	SLC12A6	9990	Q9UHW9
ENSG00000179950	PUF60	22827	Q9UHX1
ENSG00000274081	PUF60	22827	Q9UHX1
ENSG00000127507	ADGRE2	30817	Q9UHX3
ENSG00000115216	NRBP1	29959	Q9UHY1
ENSG00000145293	ENOPH1	58478	Q9UHY7
ENSG00000171055	FEZ2	9637	Q9UHY8
ENSG00000196405	EVL	51466	Q9UI08
ENSG00000184752	NDUFA12	55967	Q9UI09
ENSG00000115211	EIF2B4	8890	Q9UI10
ENSG00000047249	ATP6V1H	51606	Q9UI12
ENSG00000105404	RABAC1	10567	Q9UI14
ENSG00000144834	TAGLN3	29114	Q9UI15
ENSG00000132837	DMGDH	29958	Q9UI17
ENSG00000086200	IPO11	51194	Q9UI26
ENSG00000173113	TRMT112	51504	Q9UI30
ENSG00000135423	GLS2	27165	Q9UI32
ENSG00000168356	SCN11A	11280	Q9UI33
ENSG00000276644	DACH1	1602	Q9UI36
ENSG00000206549	PRSS50	29122	Q9UI38
ENSG00000155886	SLC24A2	25769	Q9UI40
ENSG00000128510	CPA4	51200	Q9UI42
ENSG00000122687	FTSJ2	29960	Q9UI43
ENSG00000122735	DNAI1	27019	Q9UI46
ENSG00000183230	CTNNA3	29119	Q9UI47
ENSG00000116670	MAD2L2	10459	Q9UI95
ENSG00000100055	CYTH4	27128	Q9UIA0
ENSG00000130227	XPO7	23039	Q9UIA9
ENSG00000066294	CD84	8832	Q9UIB8
ENSG00000205629	LCMT1	51451	Q9UIC8
ENSG00000149823	VPS51	738	Q9UID3
ENSG00000121864	ZNF639	51193	Q9UID6
ENSG00000159882	ZNF230	7773	Q9UIE0
ENSG00000092850	TEKT2	27285	Q9UIF3
ENSG00000132781	MUTYH	4595	Q9UIF7
ENSG00000123636	BAZ2B	29994	Q9UIF8
ENSG00000076108	BAZ2A	11176	Q9UIF9
ENSG00000009954	BAZ1B	9031	Q9UIG0
ENSG00000204538	PSORS1C2	170680	Q9UIG4
ENSG00000206459	PSORS1C2	170680	Q9UIG4
ENSG00000224544	PSORS1C2	170680	Q9UIG4
ENSG00000227246	PSORS1C2	170680	Q9UIG4
ENSG00000232127	PSORS1C2	170680	Q9UIG4
ENSG00000234605	PSORS1C2	170680	Q9UIG4
ENSG00000204540	PSORS1C1	170679	Q9UIG5
ENSG00000231094	PSORS1C1	170679	Q9UIG5
ENSG00000233439	PSORS1C1	170679	Q9UIG5
ENSG00000233734	PSORS1C1	170679	Q9UIG5
ENSG00000235487	PSORS1C1	170679	Q9UIG5
ENSG00000176463	SLCO3A1	28232	Q9UIG8
ENSG00000163884	KLF15	28999	Q9UIH9
ENSG00000130770	ATPIF1	93974	Q9UII2
ENSG00000138646	HERC5	51191	Q9UII4
ENSG00000196247	ZNF107	51427	Q9UII5
ENSG00000104219	ZDHHC2	51201	Q9UIJ5
ENSG00000147853	AK3	50808	Q9UIJ7
ENSG00000035664	DAPK2	23604	Q9UIK4
ENSG00000144339	TMEFF2	23671	Q9UIK5
ENSG00000153130	SCOC	60592	Q9UIL1
ENSG00000125337	KIF25	3834	Q9UIL4
ENSG00000136147	PHF11	51131	Q9UIL8
ENSG00000204315	FKBPL	63943	Q9UIM3
ENSG00000223666	FKBPL	63943	Q9UIM3
ENSG00000224200	FKBPL	63943	Q9UIM3
ENSG00000230907	FKBPL	63943	Q9UIM3
ENSG00000113441	LNPEP	4012	Q9UIQ6
ENSG00000204290	BTNL2	56244	Q9UIR0
ENSG00000224242	BTNL2	56244	Q9UIR0
ENSG00000224770	BTNL2	56244	Q9UIR0
ENSG00000225412	BTNL2	56244	Q9UIR0
ENSG00000225845	BTNL2	56244	Q9UIR0
ENSG00000226127	BTNL2	56244	Q9UIR0
ENSG00000229597	BTNL2	56244	Q9UIR0
ENSG00000229741	BTNL2	56244	Q9UIR0
ENSG00000141644	MBD1	4152	Q9UIS9
ENSG00000100625	SIX4	51804	Q9UIU6
ENSG00000198791	CNOT7	29883	Q9UIV1
ENSG00000197641	SERPINB13	5275	Q9UIV8
ENSG00000116035	VAX2	25806	Q9UIW0
ENSG00000114554	PLXNA1	5361	Q9UIW2
ENSG00000026559	KCNG1	3755	Q9UIX4
ENSG00000013392	RWDD2A	112611	Q9UIY3
ENSG00000187189	TSPYL4	23270	Q9UJ04
ENSG00000131067	GGT7	2686	Q9UJ14
ENSG00000070731	ST6GALNAC2	10610	Q9UJ37
ENSG00000154710	RABGEF1	27342	Q9UJ41
ENSG00000173890	GPR160	26996	Q9UJ42
ENSG00000254585	MAGEL2	54551	Q9UJ55
ENSG00000175806	MSRA	4482	Q9UJ68
ENSG00000124357	NAGK	55577	Q9UJ70
ENSG00000116031	CD207	50489	Q9UJ71
ENSG00000109511	ANXA10	11199	Q9UJ72
ENSG00000132950	ZMYM5	9205	Q9UJ78
ENSG00000131373	HACL1	26061	Q9UJ83
ENSG00000176076	KCNE5	23630	Q9UJ90
ENSG00000178342	KCNG2	26251	Q9UJ96
ENSG00000066923	STAG3	10734	Q9UJ98
ENSG00000149654	CDH22	64405	Q9UJ99
ENSG00000088766	CRLS1	54675	Q9UJA2
ENSG00000125885	MCM8	84515	Q9UJA3
ENSG00000089195	TRMT6	51605	Q9UJA5
ENSG00000112796	ENPP5	59084	Q9UJA9
ENSG00000134709	HOOK1	51361	Q9UJC3
ENSG00000198478	SH3BGRL2	83699	Q9UJC5
ENSG00000117016	RIMS3	9783	Q9UJD0
ENSG00000075391	RASAL2	9462	Q9UJF2
ENSG00000101928	MOSPD1	56180	Q9UJG1
ENSG00000103260	METRN	79006	Q9UJH8
ENSG00000007376	RPUSD1	113000	Q9UJJ7
ENSG00000090581	GNPTG	84572	Q9UJJ9
ENSG00000007520	TSR3	115939	Q9UJK0
ENSG00000187801	ZFP69B	65243	Q9UJL9
ENSG00000116285	ERRFI1	54206	Q9UJM3
ENSG00000101323	HAO1	54363	Q9UJM8
ENSG00000124613	ZNF391	346157	Q9UJN7
ENSG00000162413	KLHL21	9903	Q9UJP4
ENSG00000125869	LAMP5	24141	Q9UJQ1
ENSG00000101115	SALL4	57167	Q9UJQ4
ENSG00000132631	SCP2D1	140856	Q9UJQ7
ENSG00000004864	SLC25A13	10165	Q9UJS0
ENSG00000074935	TUBE1	51175	Q9UJT0
ENSG00000108423	TUBD1	51174	Q9UJT1
ENSG00000126467	TSKS	60385	Q9UJT2
ENSG00000183580	FBXL7	23194	Q9UJT9
ENSG00000138795	LEF1	51176	Q9UJU2
ENSG00000062370	ZNF112	7771	Q9UJU3
ENSG00000187140	FOXD3	27022	Q9UJU5
ENSG00000136279	DBNL	28988	Q9UJU6
ENSG00000080561	MID2	11043	Q9UJV3
ENSG00000172733	PURG	29942	Q9UJV8
ENSG00000183258	DDX41	51428	Q9UJV9
ENSG00000132912	DCTN4	51164	Q9UJW0
ENSG00000137251	TINAG	27283	Q9UJW2
ENSG00000142182	DNMT3L	29947	Q9UJW3
ENSG00000278318	ZNF229	7772	Q9UJW7
ENSG00000167384	ZNF180	7733	Q9UJW8
ENSG00000167565	SERTAD3	29946	Q9UJW9
ENSG00000140961	OSGIN1	29948	Q9UJX0
ENSG00000094880	CDC23	8697	Q9UJX2
ENSG00000196510	ANAPC7	51434	Q9UJX3
ENSG00000089053	ANAPC5	51433	Q9UJX4
ENSG00000053900	ANAPC4	29945	Q9UJX5
ENSG00000176248	ANAPC2	29882	Q9UJX6
ENSG00000152137	HSPB8	26353	Q9UJY1
ENSG00000103365	GGA2	23062	Q9UJY4
ENSG00000100083	GGA1	26088	Q9UJY5
ENSG00000165283	STOML2	30968	Q9UJZ1
ENSG00000088543	C3orf18	51161	Q9UK00
ENSG00000263761	GDF2	2658	Q9UK05
ENSG00000167414	GNG8	94235	Q9UK08
ENSG00000256294	ZNF225	7768	Q9UK10
ENSG00000178386	ZNF223	7766	Q9UK11
ENSG00000159885	ZNF222	7673	Q9UK12
ENSG00000171385	KCND3	3752	Q9UK17
ENSG00000116661	FBXO2	26232	Q9UK22
ENSG00000103174	NAGPA	51172	Q9UK23
ENSG00000105696	TMEM59L	25789	Q9UK28
ENSG00000072133	RPS6KA6	27330	Q9UK32
ENSG00000213015	ZNF580	51157	Q9UK33
ENSG00000151014	NOCT	25819	Q9UK39
ENSG00000160948	VPS28	51160	Q9UK41
ENSG00000130332	LSM7	51690	Q9UK45
ENSG00000153487	ING1	3621	Q9UK53
ENSG00000140093	SERPINA10	51156	Q9UK55
ENSG00000278767	SERPINA10	51156	Q9UK55
ENSG00000163660	CCNL1	57018	Q9UK58
ENSG00000138231	DBR1	51163	Q9UK59
ENSG00000163946	FAM208A	23272	Q9UK61
ENSG00000169018	FEM1B	10116	Q9UK73
ENSG00000189159	HN1	51155	Q9UK76
ENSG00000143258	USP21	27005	Q9UK80
ENSG00000104901	DKKL1	27120	Q9UK85
ENSG00000147912	FBXO10	26267	Q9UK96
ENSG00000112146	FBXO9	26268	Q9UK97
ENSG00000110429	FBXO3	26273	Q9UK99
ENSG00000118564	FBXL5	26234	Q9UKA1
ENSG00000112234	FBXL4	26235	Q9UKA2
ENSG00000023516	AKAP11	11215	Q9UKA4
ENSG00000117602	RCAN3	11123	Q9UKA8
ENSG00000117569	PTBP2	58155	Q9UKA9
ENSG00000072803	FBXW11	23291	Q9UKB1
ENSG00000108176	DNAJC12	56521	Q9UKB3
ENSG00000196581	AJAP1	55966	Q9UKB5
ENSG00000153558	FBXL2	25827	Q9UKC9
ENSG00000101216	GMEB2	26205	Q9UKD1
ENSG00000053372	MRTO4	51154	Q9UKD2
ENSG00000154310	TNIK	23043	Q9UKE5
ENSG00000134249	ADAM30	11085	Q9UKF2
ENSG00000168594	ADAM29	11086	Q9UKF5
ENSG00000119203	CPSF3	51692	Q9UKF6
ENSG00000154217	PITPNC1	26207	Q9UKF7
ENSG00000157500	APPL1	26060	Q9UKG1
ENSG00000164707	SLC13A4	26266	Q9UKG4
ENSG00000005469	CROT	54677	Q9UKG9
ENSG00000163171	CDC42EP3	10602	Q9UKI2
ENSG00000128218	VPREB3	29802	Q9UKI3
ENSG00000198586	TLK1	9874	Q9UKI8
ENSG00000137709	POU2F3	25833	Q9UKI9
ENSG00000121716	PILRB	29990	Q9UKJ0
ENSG00000085514	PILRA	29992	Q9UKJ1
ENSG00000186566	GPATCH8	23131	Q9UKJ3
ENSG00000109220	CHIC2	26511	Q9UKJ5
ENSG00000139985	ADAM21	8747	Q9UKJ8
ENSG00000102699	PARP4	143	Q9UKK3
ENSG00000132661	NXT1	29107	Q9UKK6
ENSG00000165609	NUDT5	11164	Q9UKK9
ENSG00000089902	RCOR1	23186	Q9UKL0
ENSG00000182070	OR52A1	23538	Q9UKL2
ENSG00000159248	GJD2	57369	Q9UKL4
ENSG00000141179	PCTP	58488	Q9UKL6
ENSG00000177239	MAN1B1	11253	Q9UKM7
ENSG00000125970	RALY	22913	Q9UKM9
ENSG00000205277	MUC12	10071	Q9UKN1
ENSG00000110851	PRDM4	11108	Q9UKN5
ENSG00000091536	MYO15A	51168	Q9UKN7
ENSG00000125484	GTF3C4	9329	Q9UKN8
ENSG00000147166	ITGB1BP2	26548	Q9UKP3
ENSG00000136378	ADAMTS7	11173	Q9UKP4
ENSG00000049192	ADAMTS6	11174	Q9UKP5
ENSG00000181408	UTS2R	2837	Q9UKP6
ENSG00000042980	ADAM28	10863	Q9UKQ2
ENSG00000213022	KLK9	284366	Q9UKQ9
ENSG00000186474	KLK12	43849	Q9UKR0
ENSG00000167759	KLK13	26085	Q9UKR3
ENSG00000133935	C14orf1	11161	Q9UKR5
ENSG00000130167	TSPAN16	26526	Q9UKR8
ENSG00000165912	PACSIN3	29763	Q9UKS6
ENSG00000030419	IKZF2	22807	Q9UKS7
ENSG00000112029	FBXO5	26271	Q9UKT4
ENSG00000151876	FBXO4	26272	Q9UKT5
ENSG00000005812	FBXL3	26224	Q9UKT7
ENSG00000119402	FBXW2	26190	Q9UKT8
ENSG00000161405	IKZF3	22806	Q9UKT9
ENSG00000164398	ACSL6	23305	Q9UKU0
ENSG00000072657	TRHDE	29953	Q9UKU6
ENSG00000151498	ACAD8	27034	Q9UKU7
ENSG00000136859	ANGPTL2	23452	Q9UKU9
ENSG00000048052	HDAC9	9734	Q9UKV0
ENSG00000100813	ACIN1	22985	Q9UKV3
ENSG00000159461	AMFR	267	Q9UKV5
ENSG00000123908	AGO2	27161	Q9UKV8
